641000	0.009	21.472
642000	0.008	21.480
643000	0.008	21.488
644000	0.009	21.497
645000	0.010	21.506
646000	0.011	21.517
647000	0.012	21.529
648000	0.011	21.540
649000	0.011	21.552
650000	0.011	21.562
651000	0.011	21.573
652000	0.011	21.584
653000	0.009	21.594
654000	0.009	21.602
655000	0.009	21.612
656000	0.009	21.621
657000	0.009	21.630
658000	0.010	21.640
659000	0.009	21.649
660000	0.009	21.658
661000	0.008	21.666
662000	0.008	21.674
663000	0.008	21.681
664000	0.009	21.690
665000	0.008	21.699
666000	0.009	21.708
667000	0.010	21.717
668000	0.012	21.729
669000	0.013	21.742
670000	0.013	21.755
671000	0.014	21.769
672000	0.014	21.784
673000	0.016	21.800
674000	0.017	21.817
675000	0.018	21.834
676000	0.018	21.852
677000	0.020	21.872
678000	0.021	21.892
679000	0.021	21.913
680000	0.020	21.933
681000	0.020	21.953
682000	0.020	21.973
683000	0.021	21.993
684000	0.022	22.016
685000	0.022	22.038
686000	0.023	22.061
687000	0.024	22.085
688000	0.023	22.107
689000	0.023	22.130
690000	0.022	22.152
691000	0.022	22.174
692000	0.023	22.197
693000	0.024	22.222
694000	0.024	22.246
695000	0.025	22.270
696000	0.024	22.294
697000	0.023	22.317
698000	0.024	22.341
699000	0.026	22.367
700000	0.025	22.392
701000	0.026	22.417
702000	0.026	22.443
703000	0.027	22.470
704000	0.027	22.497
705000	0.027	22.524
706000	0.027	22.551
707000	0.027	22.577
708000	0.026	22.603
709000	0.026	22.629
710000	0.026	22.655
711000	0.027	22.682
712000	0.027	22.709
713000	0.028	22.737
714000	0.028	22.765
715000	0.028	22.793
716000	0.028	22.821
717000	0.028	22.849
718000	0.029	22.878
719000	0.030	22.908
720000	0.031	22.939
721000	0.031	22.970
722000	0.032	23.002
723000	0.032	23.034
724000	0.032	23.065
725000	0.033	23.098
726000	0.034	23.133
727000	0.035	23.168
728000	0.036	23.204
729000	0.035	23.239
730000	0.034	23.274
731000	0.033	23.307
732000	0.034	23.341
733000	0.034	23.375
734000	0.033	23.408
735000	0.034	23.442
736000	0.034	23.476
737000	0.034	23.510
738000	0.033	23.543
739000	0.032	23.575
740000	0.033	23.608
741000	0.033	23.641
742000	0.034	23.675
743000	0.034	23.709
744000	0.032	23.740
745000	0.031	23.771
746000	0.030	23.801
747000	0.030	23.831
748000	0.029	23.860
749000	0.030	23.890
750000	0.029	23.919
751000	0.029	23.948
752000	0.029	23.977
753000	0.029	24.006
754000	0.030	24.036
755000	0.031	24.066
756000	0.031	24.098
757000	0.031	24.129
758000	0.031	24.160
759000	0.031	24.190
760000	0.031	24.222
761000	0.031	24.253
762000	0.031	24.284
763000	0.031	24.315
764000	0.030	24.345
765000	0.030	24.375
766000	0.029	24.404
767000	0.029	24.434
768000	0.029	24.463
769000	0.029	24.492
770000	0.029	24.521
771000	0.029	24.551
772000	0.030	24.581
773000	0.031	24.612
774000	0.031	24.642
775000	0.031	24.674
776000	0.032	24.706
777000	0.031	24.736
778000	0.029	24.765
779000	0.029	24.795
780000	0.030	24.825
781000	0.029	24.854
782000	0.030	24.885
783000	0.030	24.914
784000	0.029	24.943
785000	0.031	24.974
786000	0.029	25.003
787000	0.028	25.031
788000	0.029	25.059
789000	0.029	25.088
790000	0.028	25.116
791000	0.028	25.144
792000	0.028	25.173
793000	0.030	25.202
794000	0.030	25.232
795000	0.030	25.262
796000	0.030	25.292
797000	0.030	25.322
798000	0.031	25.353
799000	0.031	25.384
800000	0.031	25.415
801000	0.031	25.446
802000	0.030	25.476
803000	0.028	25.504
804000	0.029	25.533
805000	0.029	25.562
806000	0.029	25.591
807000	0.030	25.621
808000	0.029	25.650
809000	0.029	25.679
810000	0.028	25.707
811000	0.027	25.734
812000	0.026	25.760
813000	0.026	25.786
814000	0.026	25.812
815000	0.025	25.837
816000	0.024	25.861
817000	0.026	25.887
818000	0.026	25.914
819000	0.026	25.939
820000	0.026	25.965
821000	0.026	25.991
822000	0.027	26.018
823000	0.028	26.046
824000	0.030	26.076
825000	0.030	26.106
826000	0.031	26.137
827000	0.031	26.168
828000	0.031	26.200
829000	0.032	26.232
830000	0.033	26.265
831000	0.032	26.297
832000	0.032	26.329
833000	0.033	26.362
834000	0.033	26.395
835000	0.032	26.427
836000	0.030	26.457
837000	0.031	26.488
838000	0.031	26.519
839000	0.032	26.551
840000	0.032	26.583
841000	0.031	26.614
842000	0.031	26.645
843000	0.031	26.676
844000	0.032	26.708
845000	0.033	26.741
846000	0.033	26.774
847000	0.034	26.808
848000	0.035	26.843
849000	0.035	26.879
850000	0.036	26.915
851000	0.036	26.951
852000	0.036	26.987
853000	0.037	27.024
854000	0.035	27.060
855000	0.034	27.094
856000	0.033	27.126
857000	0.033	27.159
858000	0.034	27.193
859000	0.034	27.227
860000	0.035	27.262
861000	0.035	27.297
862000	0.036	27.333
863000	0.036	27.369
864000	0.036	27.405
865000	0.036	27.441
866000	0.038	27.479
867000	0.038	27.517
868000	0.037	27.555
869000	0.038	27.593
870000	0.038	27.631
871000	0.038	27.669
872000	0.037	27.706
873000	0.037	27.743
874000	0.036	27.779
875000	0.036	27.815
876000	0.036	27.851
877000	0.036	27.886
878000	0.037	27.923
879000	0.037	27.960
880000	0.037	27.997
881000	0.037	28.034
882000	0.036	28.070
883000	0.037	28.108
884000	0.037	28.145
885000	0.036	28.181
886000	0.037	28.218
887000	0.038	28.255
888000	0.037	28.292
889000	0.037	28.330
890000	0.038	28.368
891000	0.038	28.406
892000	0.037	28.443
893000	0.036	28.479
894000	0.034	28.514
895000	0.033	28.547
896000	0.032	28.578
897000	0.031	28.609
898000	0.031	28.640
899000	0.030	28.670
900000	0.031	28.701
901000	0.032	28.733
902000	0.033	28.766
903000	0.034	28.800
904000	0.035	28.835
905000	0.034	28.870
906000	0.035	28.904
907000	0.034	28.939
908000	0.035	28.974
909000	0.037	29.010
910000	0.037	29.048
911000	0.038	29.086
912000	0.040	29.126
913000	0.040	29.167
914000	0.042	29.208
915000	0.043	29.251
916000	0.044	29.295
917000	0.043	29.338
918000	0.042	29.379
919000	0.043	29.422
920000	0.042	29.464
921000	0.040	29.504
922000	0.040	29.544
923000	0.039	29.584
924000	0.038	29.622
925000	0.038	29.659
926000	0.038	29.697
927000	0.038	29.735
928000	0.039	29.774
929000	0.039	29.813
930000	0.039	29.852
931000	0.040	29.891
932000	0.039	29.930
933000	0.038	29.968
934000	0.037	30.006
935000	0.038	30.044
936000	0.040	30.084
937000	0.039	30.123
938000	0.039	30.162
939000	0.039	30.202
940000	0.040	30.242
941000	0.041	30.282
942000	0.040	30.322
943000	0.039	30.361
944000	0.038	30.399
945000	0.036	30.435
946000	0.036	30.470
947000	0.034	30.504
948000	0.034	30.538
949000	0.033	30.571
950000	0.033	30.604
951000	0.033	30.637
952000	0.032	30.669
953000	0.032	30.701
954000	0.032	30.733
955000	0.031	30.764
956000	0.032	30.796
957000	0.032	30.827
958000	0.030	30.857
959000	0.030	30.887
960000	0.030	30.917
961000	0.030	30.948
962000	0.031	30.978
963000	0.030	31.008
964000	0.029	31.037
965000	0.031	31.068
966000	0.030	31.098
967000	0.030	31.128
968000	0.029	31.157
969000	0.027	31.185
970000	0.025	31.210
971000	0.025	31.235
972000	0.024	31.258
973000	0.023	31.282
974000	0.023	31.305
975000	0.024	31.329
976000	0.022	31.351
977000	0.020	31.371
978000	0.020	31.391
979000	0.019	31.410
980000	0.019	31.429
981000	0.021	31.449
982000	0.021	31.470
983000	0.021	31.491
984000	0.022	31.513
985000	0.023	31.536
986000	0.023	31.558
987000	0.023	31.582
988000	0.023	31.605
989000	0.023	31.628
990000	0.023	31.650
991000	0.022	31.672
992000	0.022	31.695
993000	0.023	31.717
994000	0.025	31.743
995000	0.026	31.769
996000	0.027	31.796
997000	0.028	31.824
998000	0.027	31.851
999000	0.027	31.878
1000000	0.027	31.905
1001000	0.027	31.932
1002000	0.027	31.959
1003000	0.026	31.985
1004000	0.025	32.010
1005000	0.026	32.035
1006000	0.025	32.060
1007000	0.025	32.086
1008000	0.026	32.111
1009000	0.025	32.136
1010000	0.025	32.161
1011000	0.025	32.186
1012000	0.024	32.210
1013000	0.025	32.235
1014000	0.023	32.258
1015000	0.022	32.280
1016000	0.021	32.301
1017000	0.022	32.323
1018000	0.023	32.346
1019000	0.022	32.368
1020000	0.022	32.390
1021000	0.023	32.413
1022000	0.022	32.435
1023000	0.022	32.458
1024000	0.022	32.480
1025000	0.022	32.502
1026000	0.020	32.522
1027000	0.021	32.543
1028000	0.022	32.565
1029000	0.022	32.586
1030000	0.023	32.609
1031000	0.022	32.631
1032000	0.023	32.653
1033000	0.023	32.676
1034000	0.023	32.699
1035000	0.023	32.722
1036000	0.022	32.744
1037000	0.022	32.767
1038000	0.022	32.789
1039000	0.021	32.810
1040000	0.021	32.832
1041000	0.021	32.853
1042000	0.021	32.874
1043000	0.022	32.895
1044000	0.023	32.918
1045000	0.023	32.941
1046000	0.025	32.966
1047000	0.024	32.990
1048000	0.025	33.015
1049000	0.026	33.041
1050000	0.027	33.068
1051000	0.028	33.096
1052000	0.029	33.125
1053000	0.030	33.155
1054000	0.031	33.186
1055000	0.032	33.218
1056000	0.033	33.252
1057000	0.033	33.285
1058000	0.033	33.318
1059000	0.033	33.351
1060000	0.033	33.384
1061000	0.032	33.416
1062000	0.032	33.448
1063000	0.032	33.480
1064000	0.033	33.513
1065000	0.032	33.545
1066000	0.032	33.577
1067000	0.032	33.609
1068000	0.033	33.642
1069000	0.034	33.676
1070000	0.035	33.712
1071000	0.035	33.747
1072000	0.035	33.781
1073000	0.034	33.815
1074000	0.034	33.849
1075000	0.033	33.882
1076000	0.034	33.916
1077000	0.036	33.952
1078000	0.037	33.990
1079000	0.039	34.028
1080000	0.038	34.067
1081000	0.037	34.104
1082000	0.036	34.140
1083000	0.035	34.176
1084000	0.034	34.210
1085000	0.032	34.242
1086000	0.032	34.275
1087000	0.034	34.308
1088000	0.034	34.342
1089000	0.033	34.375
1090000	0.033	34.409
1091000	0.034	34.442
1092000	0.034	34.476
1093000	0.034	34.509
1094000	0.032	34.541
1095000	0.032	34.573
1096000	0.032	34.606
1097000	0.031	34.637
1098000	0.031	34.668
1099000	0.032	34.700
1100000	0.031	34.732
1101000	0.030	34.762
1102000	0.029	34.791
1103000	0.029	34.820
1104000	0.030	34.850
1105000	0.030	34.879
1106000	0.030	34.910
1107000	0.031	34.941
1108000	0.031	34.972
1109000	0.032	35.004
1110000	0.031	35.035
1111000	0.032	35.067
1112000	0.032	35.100
1113000	0.032	35.132
1114000	0.032	35.164
1115000	0.032	35.195
1116000	0.032	35.227
1117000	0.033	35.260
1118000	0.032	35.293
1119000	0.033	35.325
1120000	0.033	35.359
1121000	0.034	35.393
1122000	0.035	35.428
1123000	0.034	35.462
1124000	0.035	35.496
1125000	0.036	35.532
1126000	0.035	35.567
1127000	0.034	35.600
1128000	0.034	35.635
1129000	0.035	35.670
1130000	0.034	35.704
1131000	0.035	35.739
1132000	0.036	35.775
1133000	0.036	35.810
1134000	0.036	35.846
1135000	0.035	35.882
1136000	0.036	35.917
1137000	0.034	35.952
1138000	0.035	35.986
1139000	0.035	36.022
1140000	0.036	36.058
1141000	0.034	36.092
1142000	0.034	36.125
1143000	0.034	36.159
1144000	0.034	36.193
1145000	0.035	36.228
1146000	0.034	36.261
1147000	0.034	36.296
1148000	0.035	36.330
1149000	0.033	36.364
1150000	0.032	36.395
1151000	0.030	36.425
1152000	0.030	36.455
1153000	0.029	36.484
1154000	0.028	36.512
1155000	0.027	36.539
1156000	0.027	36.566
1157000	0.027	36.592
1158000	0.026	36.618
1159000	0.026	36.644
1160000	0.025	36.669
1161000	0.024	36.694
1162000	0.024	36.718
1163000	0.023	36.741
1164000	0.023	36.763
1165000	0.022	36.785
1166000	0.022	36.807
1167000	0.022	36.830
1168000	0.022	36.852
1169000	0.023	36.875
1170000	0.023	36.898
1171000	0.022	36.920
1172000	0.023	36.943
1173000	0.025	36.968
1174000	0.025	36.993
1175000	0.026	37.019
1176000	0.026	37.044
1177000	0.025	37.069
1178000	0.023	37.092
1179000	0.022	37.113
1180000	0.021	37.134
1181000	0.020	37.154
1182000	0.021	37.175
1183000	0.021	37.196
1184000	0.023	37.219
1185000	0.024	37.243
1186000	0.024	37.267
1187000	0.024	37.290
1188000	0.024	37.315
1189000	0.025	37.339
1190000	0.026	37.365
1191000	0.027	37.393
1192000	0.027	37.420
1193000	0.028	37.447
1194000	0.029	37.477
1195000	0.030	37.506
1196000	0.029	37.536
1197000	0.029	37.565
1198000	0.030	37.594
1199000	0.029	37.623
1200000	0.029	37.652
1201000	0.030	37.682
1202000	0.030	37.712
1203000	0.031	37.744
1204000	0.031	37.774
1205000	0.031	37.805
1206000	0.031	37.836
1207000	0.030	37.866
1208000	0.029	37.894
1209000	0.028	37.922
1210000	0.028	37.950
1211000	0.026	37.977
1212000	0.026	38.002
1213000	0.025	38.027
1214000	0.025	38.052
1215000	0.026	38.078
1216000	0.025	38.103
1217000	0.025	38.127
1218000	0.025	38.152
1219000	0.024	38.176
1220000	0.022	38.197
1221000	0.021	38.218
1222000	0.020	38.238
1223000	0.021	38.259
1224000	0.020	38.279
1225000	0.021	38.300
1226000	0.022	38.322
1227000	0.023	38.344
1228000	0.022	38.367
1229000	0.021	38.388
